ERR4624298.10011#0	926	2385	NC_054688.1	1
ERR4624298.10011#0	4033	6836	NC_054688.1	1
ERR4624298.10011#0	8712	8790	NC_054688.1	1
ERR4624298.10011#0	16272	16333	NC_054688.1	1
ERR4624298.10011#0	18744	19396	NC_054688.1	1
ERR4624298.10011#0	24946	25013	NC_054688.1	1
ERR4624298.10011#0	29293	31132	NC_054688.1	1
ERR4624298.10011#0	33091	33353	NC_054688.1	1
ERR4624298.10011#0	37659	66840	NC_054688.1	1
ERR4624298.10011#0	68438	75251	NC_054688.1	1
ERR4624298.10011#0	76624	78364	NC_054688.1	1
ERR4624298.10011#0	80245	80344	NC_054688.1	1
ERR4624298.10011#0	81664	83165	NC_054688.1	1
ERR4624298.10011#0	84281	190720	NC_054688.1	1
ERR4624298.10011#0	191804	251280	NC_054688.1	1
ERR4624298.3885#1	1546	4670	NC_054686.1	2
ERR4624298.3885#1	5845	6569	NC_054686.1	2
ERR4624298.3885#1	7910	12377	NC_054686.1	2
ERR4624298.3885#1	15979	16780	NC_054686.1	2
ERR4624298.3885#1	18601	18887	NC_054686.1	2
ERR4624298.3885#1	20513	20552	NC_054686.1	2
ERR4624298.3885#1	22129	23479	NC_054686.1	2
ERR4624298.3885#1	26373	26411	NC_054686.1	2
ERR4624298.3885#1	28757	28758	NC_054686.1	2
ERR4624298.3885#1	29839	29861	NC_054686.1	2
ERR4624298.3885#1	31394	32322	NC_054686.1	2
ERR4624298.3885#1	33655	33672	NC_054686.1	2
ERR4624298.3885#1	34685	34686	NC_054686.1	2
ERR4624298.3885#1	37949	39240	NC_054686.1	2
ERR4624298.3885#1	41384	41656	NC_054686.1	2
ERR4624298.3885#1	43646	43647	NC_054686.1	2
ERR4624298.3885#1	44901	46407	NC_054686.1	2
ERR4624298.3885#1	48856	48857	NC_054686.1	2
ERR4624298.3885#1	51187	51190	NC_054686.1	2
ERR4624298.3885#1	52341	53790	NC_054686.1	2
ERR4624298.3885#1	56851	57581	NC_054686.1	2
ERR4624298.3885#1	59747	60696	NC_054686.1	2
ERR4624298.3885#1	61882	62405	NC_054686.1	2
ERR4624298.3885#1	66927	67750	NC_054686.1	2
ERR4624298.3885#1	70104	70105	NC_054686.1	2
ERR4624298.3885#1	71172	71549	NC_054686.1	2
ERR4624298.3885#1	72887	72894	NC_054686.1	2
ERR4624298.3885#1	74008	74465	NC_054686.1	2
ERR4624298.3885#1	76867	77602	NC_054686.1	2
ERR4624298.3885#1	78817	80490	NC_054686.1	2
ERR4624298.3885#1	82038	82039	NC_054686.1	2
ERR4624298.3885#1	83432	86108	NC_054686.1	2
ERR4624298.3885#1	87437	89224	NC_054686.1	2
ERR4624298.3885#1	90301	91237	NC_054686.1	2
ERR4624298.3885#1	92856	92857	NC_054686.1	2
ERR4624298.3885#1	94623	94698	NC_054686.1	2
ERR4624298.3885#1	97375	97835	NC_054686.1	2
ERR4624298.3885#1	99164	99563	NC_054686.1	2
ERR4624298.3885#1	102718	102767	NC_054686.1	2
ERR4624298.3885#1	104868	105893	NC_054686.1	2
ERR4624298.3885#1	107033	107036	NC_054686.1	2
ERR4624298.3885#1	110687	111280	NC_054686.1	2
ERR4624298.3885#1	113607	113608	NC_054686.1	2
ERR4624298.3885#1	450041	450671	NC_054686.1	2
ERR4624298.3885#1	452467	452468	NC_054686.1	2
ERR4624298.3885#1	453980	456048	NC_054686.1	2
ERR4624298.3885#1	458039	459348	NC_054686.1	2
ERR4624298.3885#1	461674	461690	NC_054686.1	2
ERR4624298.3885#1	462789	466254	NC_054686.1	2
ERR4624298.3885#1	467321	468574	NC_054686.1	2
ERR4624298.3885#1	469645	487944	NC_054686.1	2
ERR4624298.3885#1	489123	511583	NC_054686.1	2
ERR4624298.3885#1	512612	513789	NC_054686.1	2
ERR4624298.3885#1	514989	520266	NC_054686.1	2
ERR4624298.3885#1	521974	525009	NC_054686.1	2
ERR4624298.3885#1	527276	527624	NC_054686.1	2
ERR4624298.3885#1	528995	529069	NC_054686.1	2
ERR4624298.3885#1	530077	552921	NC_054686.1	2
ERR4624298.3885#1	555011	558905	NC_054686.1	2
ERR4624298.3885#1	560001	560002	NC_054686.1	2
ERR4624298.3885#1	561388	563930	NC_054686.1	2
ERR4624298.3885#1	565007	572422	NC_054686.1	2
ERR4624298.3885#1	800400	802237	NC_054686.1	2
ERR4624298.3885#1	803768	815730	NC_054686.1	2
ERR4624298.3885#1	816920	872427	NC_054686.1	2
ERR4624298.3885#1	873934	884228	NC_054686.1	2
ERR4624298.3885#1	885390	885391	NC_054686.1	2
ERR4624298.3885#1	886887	888773	NC_054686.1	2
ERR4624298.3885#1	890194	890504	NC_054686.1	2
ERR4624298.3885#1	892377	895127	NC_054686.1	2
ERR4624298.3885#1	896920	896921	NC_054686.1	2
ERR4624298.3885#1	898705	898706	NC_054686.1	2
ERR4624298.3885#1	900541	909848	NC_054686.1	2
ERR4624298.3885#1	911959	911960	NC_054686.1	2
ERR4624298.3885#1	913353	915319	NC_054686.1	2
ERR4624298.3885#1	916642	916677	NC_054686.1	2
ERR4624298.3885#1	917835	918055	NC_054686.1	2
ERR4624298.3885#1	919253	921860	NC_054686.1	2
ERR4624298.3885#1	923054	929484	NC_054686.1	2
ERR4624298.3885#1	930635	931528	NC_054686.1	2
ERR4624298.3885#1	932795	932805	NC_054686.1	2
ERR4624298.3885#1	935579	945323	NC_054686.1	2
ERR4624298.3885#1	947509	949471	NC_054686.1	2
ERR4624298.18033#0	3052	5619	NC_054690.1	3
ERR4624298.18033#0	6996	8918	NC_054690.1	3
ERR4624298.18033#0	10525	10526	NC_054690.1	3
ERR4624298.18033#0	11685	12720	NC_054690.1	3
ERR4624298.18033#0	14124	14324	NC_054690.1	3
ERR4624298.18033#0	18791	18807	NC_054690.1	3
ERR4624298.18033#0	24046	24214	NC_054690.1	3
ERR4624298.18033#0	26951	27146	NC_054690.1	3
ERR4624298.18033#0	28908	28975	NC_054690.1	3
ERR4624298.18033#0	35217	36812	NC_054690.1	3
ERR4624298.18033#0	39852	40833	NC_054690.1	3
ERR4624298.18033#0	45823	45824	NC_054690.1	3
ERR4624298.18033#0	48937	49348	NC_054690.1	3
ERR4624298.18033#0	50406	51774	NC_054690.1	3
ERR4624298.18033#0	53591	54644	NC_054690.1	3
ERR4624298.18033#0	59521	59533	NC_054690.1	3
ERR4624298.18033#0	62431	64628	NC_054690.1	3
ERR4624298.18033#0	67198	67840	NC_054690.1	3
ERR4624298.18033#0	70369	70370	NC_054690.1	3
ERR4624298.18033#0	74311	74319	NC_054690.1	3
ERR4624298.18033#0	78017	91822	NC_054690.1	3
ERR4624298.18033#0	92875	98413	NC_054690.1	3
