ERR4624298.67018#1	ERR4624298.51249
ERR4624298.67018#1	ERR4624298.62193
ERR4624298.67018#1	ERR4624298.39078
ERR4624298.67018#1	ERR4624298.27561
ERR4624298.67018#1	ERR4624298.2039
ERR4624298.67018#1	ERR4624298.81958
ERR4624298.67018#1	ERR4624298.78315
ERR4624298.67018#1	ERR4624298.25010
ERR4624298.67018#1	ERR4624298.74086
ERR4624298.67018#1	ERR4624298.46278
ERR4624298.67018#1	ERR4624298.53441
ERR4624298.67018#1	ERR4624298.72434
ERR4624298.67018#1	ERR4624298.9037
ERR4624298.67018#1	ERR4624298.7846
ERR4624298.67018#1	ERR4624298.55368
ERR4624298.67018#1	ERR4624298.13188
ERR4624298.67018#1	ERR4624298.58089
ERR4624298.67018#1	ERR4624298.23307
ERR4624298.67018#1	ERR4624298.51679
ERR4624298.67018#1	ERR4624298.28753
ERR4624298.67018#1	ERR4624298.63519
ERR4624298.67018#1	ERR4624298.46618
ERR4624298.67018#1	ERR4624298.58215
ERR4624298.67018#1	ERR4624298.62435
ERR4624298.67018#1	ERR4624298.37712
ERR4624298.67018#1	ERR4624298.10798
ERR4624298.67018#1	ERR4624298.22846
ERR4624298.67018#1	ERR4624298.59327
ERR4624298.67018#1	ERR4624298.43304
ERR4624298.67018#1	ERR4624298.63085
ERR4624298.67018#1	ERR4624298.55795
ERR4624298.67018#1	ERR4624298.32880
ERR4624298.67018#1	ERR4624298.83829
ERR4624298.67018#1	ERR4624298.30559
ERR4624298.67018#1	ERR4624298.64591
ERR4624298.67018#1	ERR4624298.60172
ERR4624298.67018#1	ERR4624298.37364
ERR4624298.67018#1	ERR4624298.22896
ERR4624298.67018#1	ERR4624298.39837
ERR4624298.67018#1	ERR4624298.42473
ERR4624298.67018#1	ERR4624298.17889
ERR4624298.67018#1	ERR4624298.49096
ERR4624298.67018#1	ERR4624298.50205
ERR4624298.67018#1	ERR4624298.42468
ERR4624298.67018#1	ERR4624298.27299
ERR4624298.67018#1	ERR4624298.2238
ERR4624298.67018#1	ERR4624298.34356
ERR4624298.67018#1	ERR4624298.27251
ERR4624298.67018#1	ERR4624298.64492
ERR4624298.67018#1	ERR4624298.43612
ERR4624298.67018#1	ERR4624298.61581
ERR4624298.67018#1	ERR4624298.42045
ERR4624298.67018#1	ERR4624298.55001
ERR4624298.67018#1	ERR4624298.89243
ERR4624298.67018#1	ERR4624298.8175
ERR4624298.67018#1	ERR4624298.25514
ERR4624298.67018#1	ERR4624298.55155
ERR4624298.67018#1	ERR4624298.18400
ERR4624298.67018#1	ERR4624298.38288
ERR4624298.67018#1	ERR4624298.26231
ERR4624298.67018#1	ERR4624298.11186
ERR4624298.67018#1	ERR4624298.55012
ERR4624298.67018#1	ERR4624298.74206
ERR4624298.67018#1	ERR4624298.15429
ERR4624298.67018#1	ERR4624298.14600
ERR4624298.67018#1	ERR4624298.76015
ERR4624298.67018#1	ERR4624298.63184
ERR4624298.67018#1	ERR4624298.19678
ERR4624298.67018#1	ERR4624298.19390
ERR4624298.67018#1	ERR4624298.27853
ERR4624298.67018#1	ERR4624298.64940
ERR4624298.67018#1	ERR4624298.69654
ERR4624298.67018#1	ERR4624298.23819
ERR4624298.67018#1	ERR4624298.70856
ERR4624298.67018#1	ERR4624298.67566
ERR4624298.67018#1	ERR4624298.56907
ERR4624298.67018#1	ERR4624298.35672
ERR4624298.67018#1	ERR4624298.65823
ERR4624298.67018#1	ERR4624298.8500
ERR4624298.67018#1	ERR4624298.10350
ERR4624298.67018#1	ERR4624298.1740
ERR4624298.67018#1	ERR4624298.51102
ERR4624298.67018#1	ERR4624298.24203
ERR4624298.67018#1	ERR4624298.88490
ERR4624298.67018#1	ERR4624298.40464
ERR4624298.67018#1	ERR4624298.31157
ERR4624298.67018#1	ERR4624298.6048
ERR4624298.67018#1	ERR4624298.23357
ERR4624298.67018#1	ERR4624298.12218
ERR4624298.67018#1	ERR4624298.15010
ERR4624298.67018#1	ERR4624298.28293
ERR4624298.67018#1	ERR4624298.32802
ERR4624298.67018#1	ERR4624298.59449
ERR4624298.67018#1	ERR4624298.12476
ERR4624298.67018#1	ERR4624298.57451
ERR4624298.67018#1	ERR4624298.66525
ERR4624298.67018#1	ERR4624298.42061
ERR4624298.67018#1	ERR4624298.34376
ERR4624298.67018#1	ERR4624298.35001
ERR4624298.67018#1	ERR4624298.54208
ERR4624298.67018#1	ERR4624298.1219
ERR4624298.67018#1	ERR4624298.30850
ERR4624298.67018#1	ERR4624298.20985
ERR4624298.67018#1	ERR4624298.3824
ERR4624298.67018#1	ERR4624298.57595
ERR4624298.67018#1	ERR4624298.21689
ERR4624298.67018#1	ERR4624298.887
ERR4624298.67018#1	ERR4624298.28848
ERR4624298.67018#1	ERR4624298.8745
ERR4624298.67018#1	ERR4624298.5307
ERR4624298.67018#1	ERR4624298.42023
ERR4624298.67018#1	ERR4624298.50560
ERR4624298.67018#1	ERR4624298.71183
ERR4624298.67018#1	ERR4624298.82424
ERR4624298.67018#1	ERR4624298.85763
ERR4624298.67018#1	ERR4624298.41702
ERR4624298.67018#1	ERR4624298.65319
ERR4624298.67018#1	ERR4624298.54249
ERR4624298.67018#1	ERR4624298.40375
ERR4624298.67018#1	ERR4624298.3561
ERR4624298.67018#1	ERR4624298.36658
ERR4624298.67018#1	ERR4624298.72378
ERR4624298.67018#1	ERR4624298.76020
ERR4624298.67018#1	ERR4624298.4734
ERR4624298.67018#1	ERR4624298.27256
ERR4624298.67018#1	ERR4624298.35591
ERR4624298.67018#1	ERR4624298.39043
ERR4624298.67018#1	ERR4624298.10114
ERR4624298.67018#1	ERR4624298.80741
ERR4624298.67018#1	ERR4624298.76978
ERR4624298.67018#1	ERR4624298.74186
ERR4624298.67018#1	ERR4624298.57784
ERR4624298.67018#1	ERR4624298.41372
ERR4624298.67018#1	ERR4624298.85647
ERR4624298.67018#1	ERR4624298.27105
ERR4624298.67018#1	ERR4624298.79550
ERR4624298.67018#1	ERR4624298.8871
ERR4624298.67018#1	ERR4624298.28141
ERR4624298.67018#1	ERR4624298.70082
ERR4624298.67018#1	ERR4624298.40816
ERR4624298.67018#1	ERR4624298.44865
ERR4624298.67018#1	ERR4624298.17807
ERR4624298.67018#1	ERR4624298.8477
ERR4624298.67018#1	ERR4624298.44120
ERR4624298.67018#1	ERR4624298.1309
ERR4624298.67018#1	ERR4624298.9761
ERR4624298.67018#1	ERR4624298.23459
ERR4624298.67018#1	ERR4624298.14686
ERR4624298.67018#1	ERR4624298.22780
ERR4624298.67018#1	ERR4624298.42677
ERR4624298.67018#1	ERR4624298.14434
ERR4624298.67018#1	ERR4624298.20179
ERR4624298.67018#1	ERR4624298.70687
ERR4624298.67018#1	ERR4624298.67611
ERR4624298.67018#1	ERR4624298.55394
ERR4624298.67018#1	ERR4624298.87329
ERR4624298.67018#1	ERR4624298.22090
ERR4624298.67018#1	ERR4624298.75932
ERR4624298.67018#1	ERR4624298.17234
ERR4624298.67018#1	ERR4624298.78942
ERR4624298.67018#1	ERR4624298.5239
ERR4624298.67018#1	ERR4624298.1396
ERR4624298.67018#1	ERR4624298.14597
ERR4624298.67018#1	ERR4624298.34013
ERR4624298.67018#1	ERR4624298.3814
ERR4624298.67018#1	ERR4624298.9856
ERR4624298.67018#1	ERR4624298.49154
ERR4624298.67018#1	ERR4624298.13806
ERR4624298.67018#1	ERR4624298.1870
ERR4624298.67018#1	ERR4624298.73259
ERR4624298.67018#1	ERR4624298.71863
ERR4624298.67018#1	ERR4624298.74666
ERR4624298.67018#1	ERR4624298.48668
ERR4624298.67018#1	ERR4624298.39843
ERR4624298.67018#1	ERR4624298.63055
ERR4624298.67018#1	ERR4624298.53651
ERR4624298.67018#1	ERR4624298.51237
ERR4624298.67018#1	ERR4624298.88778
ERR4624298.67018#1	ERR4624298.48580
ERR4624298.67018#1	ERR4624298.19856
ERR4624298.67018#1	ERR4624298.85925
ERR4624298.67018#1	ERR4624298.9105
ERR4624298.67018#1	ERR4624298.67358
ERR4624298.67018#1	ERR4624298.36057
ERR4624298.67018#1	ERR4624298.69439
ERR4624298.67018#1	ERR4624298.83639
ERR4624298.67018#1	ERR4624298.17835
ERR4624298.67018#1	ERR4624298.48464
ERR4624298.67018#1	ERR4624298.18030
ERR4624298.67018#1	ERR4624298.64061
ERR4624298.67018#1	ERR4624298.87461
ERR4624298.67018#1	ERR4624298.76856
ERR4624298.67018#1	ERR4624298.50713
ERR4624298.67018#1	ERR4624298.13227
ERR4624298.67018#1	ERR4624298.43590
ERR4624298.67018#1	ERR4624298.2983
ERR4624298.67018#1	ERR4624298.72514
ERR4624298.67018#1	ERR4624298.43321
ERR4624298.67018#1	ERR4624298.2061
ERR4624298.67018#1	ERR4624298.7506
ERR4624298.67018#1	ERR4624298.85793
ERR4624298.67018#1	ERR4624298.88439
ERR4624298.67018#1	ERR4624298.43300
ERR4624298.67018#1	ERR4624298.48185
ERR4624298.67018#1	ERR4624298.86940
ERR4624298.67018#1	ERR4624298.63630
ERR4624298.67018#1	ERR4624298.55573
